"Acanthurus tractus (bahianus)","Acanthurus chirurgus","Acanthurus coeruleus","Aetobatus narinari","Alectis ciliaris","Balistes vetula","Calamus pennatula","Canthidermis sufflamen","Caranx crysos","Caranx hippos","Caranx latus","Caranx lugubris","Caranx ruber","Carcharhinus limbatus","Carcharhinus perezii","Cephalopholis cruentata","Cephalopholis fulva","Chaetodon ocellatus","Chaetodon sedentarius","Chaetodon striatus","Decapterus macarellus","Elagatis bipinnulata","Epinephelus adscensionis","Epinephelus guttatus","Epinephelus itajara","Epinephelus striatus","Gerres cinereus","Ginglymostoma cirratum","Gymnothorax moringa","Haemulon plumierii","Holacanthus ciliaris","Holacanthus tricolor","Hypanus americanus","Istiophorus albicans","Lachnolaimus maximus","Lactophrys trigonus","Lactophrys triqueter","Lutjanus analis","Lutjanus apodus","Lutjanus cyanopterus","Lutjanus griseus","Lutjanus jocu","Lutjanus mahogoni","Lutjanus synagris","Microspathodon chrysurus","Mycteroperca interstitialis","Mycteroperca tigris","Mycteroperca venenosa","Negaprion brevirostris","Ocyurus chrysurus","Pomacanthus paru","Pterois volitans","Scarus coelestinus","Scarus iseri","Scarus taeniopterus","Scomberomorus regalis","Seriola rivoliana","Sparisoma aurofrenatum","Sparisoma chrysopterum","Sparisoma radians","Sparisoma rubripinne","Sparisoma viride","Sphyraena barracuda","Trachinotus falcatus","-","YEAR","REGION","LOCATION","SITE NAME","DEPTH ZONE","TRANSECT","sample_code","YEAR_SITE","YEAR_LOCATION","YEAR_REGION"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.631963693947913,0,6.0875471557850265,0,0,0,0,0,0,0,0,0,0,8.46803866087344,0,0,9.705171360831063,6.737453198012385,0,0,0,0,0,0,0,7.773501909437801,0,0,7.376620760783722,0,0,0,0,0,7.901377353792616,0,0,0,0,0,0,8.632220433358823,0,,"2004","Vieques/Culebra","Isla Vieques","Black Jack","Mesophotic","ASEC Survey","2004Black JackASEC Survey","2004_Black Jack","2004_Isla Vieques","2004_Vieques/Culebra"
0,0,0,10.502351525774941,0,0,6.781579623610391,0,0,0,0,0,0,0,11.605513761992055,0,0,0,0,0,0,0,7.0725067145826275,7.014293101342379,0,0,0,0,6.552279615618887,7.015882962497076,0,0,10.799595985047786,0,7.698537208168843,0,0,0,7.580587501026674,0,0,0,5.571012696691494,0,0,0,0,0,0,7.069040447709995,0,0,8.520786726926367,0,0,6.630604226836573,0,0,0,0,0,0,0,0,,"2004","Vieques/Culebra","Isla Vieques","Canjilones (Vieques)","Intermediate","ASEC Survey","2004Canjilones (Vieques)ASEC Survey","2004_Canjilones (Vieques)","2004_Isla Vieques","2004_Vieques/Culebra"
0,0,0,0,0,0,0,0,0,0,0,0,4.260423812914633,0,0,0,0,0,0,0,0,0,0,6.0875471557850265,0,9.32375833901174,0,8.536760496908766,0,0,0,0,0,0,8.399910780426412,0,0,8.286397940370962,6.970589223153505,0,0,0,0,7.569803872440051,0,0,6.093682630493311,0,0,8.143337209382901,0,0,0,0,0,7.438971592395862,0,0,0,0,0,0,8.280019171797205,0,,"2004","Vieques/Culebra","Isla Vieques","Las Coronas (Vieques)","Shallow","ASEC Survey","2004Las Coronas (Vieques)ASEC Survey","2004_Las Coronas (Vieques)","2004_Isla Vieques","2004_Vieques/Culebra"
0,0,0,9.04793908261736,0,7.82078469855392,0,0,0,0,0,8.99201270564983,4.260423812914633,0,0,0,0,0,0,0,0,0,7.4715053660560145,7.252649097185028,0,0,0,0,6.765327285849859,7.220724908960667,0,0,0,0,7.993410654889309,0,0,0,6.634882998183835,0,0,0,5.946414878554258,0,0,0,0,0,0,6.100408634097161,0,0,8.520786726926367,0,0,7.696667081526462,0,0,0,0,0,0,0,0,,"2004","Vieques/Culebra","Isla Vieques","Monte Pirata","Intermediate","ASEC Survey","2004Monte PirataASEC Survey","2004_Monte Pirata","2004_Isla Vieques","2004_Vieques/Culebra"
0,0,0,0,0,0,4.968979618827423,0,0,0,0,0,4.6611723761033765,0,0,0,0,0,0,0,0,0,0,6.0875471557850265,0,0,0,0,0,0,0,0,0,0,5.5177339814546125,0,0,6.804847308929716,0,0,0,0,0,8.659810184686863,0,0,0,0,0,9.477183054879484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2004","Vieques/Culebra","Isla Vieques","Mosquito","Shallow","ASEC Survey","2004MosquitoASEC Survey","2004_Mosquito","2004_Isla Vieques","2004_Vieques/Culebra"
0,0,0,0,0,0,8.78954891308084,0,6.936235830217029,0,0,6.0028000567717275,8.313094627520409,0,0,0,0,0,0,0,0,0,0,6.145215146913901,0,0,8.73716371399495,8.002034861687603,0,0,0,0,0,0,0,0,0,5.905607049597844,8.605031892745354,0,0,0,0,0,0,0,0,0,0,9.842349642759965,0,0,0,0,0,7.901377353792616,0,0,0,0,0,0,8.08738825848078,0,,"2004","Vieques/Culebra","Isla Vieques","North Caballo Blanco","Very Shallow","ASEC Survey","2004North Caballo BlancoASEC Survey","2004_North Caballo Blanco","2004_Isla Vieques","2004_Vieques/Culebra"
0,0,0,0,0,0,0,0,6.620473126551683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9361382177531254,0,0,0,10.247191434804826,0,0,0,0,0,9.99884318585288,7.37725878318619,0,0,2.953868069455292,8.232408251553446,6.553292172840004,0,4.877180089045576,0,0,0,0,9.109448744833662,7.351960215406232,0,6.722160370613705,0,0,0,0,0,0,0,0,0,0,0,0,6.8680784618292385,0,,"2011","Vieques/Culebra","Isla Vieques","El Seco","Mesophotic","ASEC Survey","2011El SecoASEC Survey","2011_El Seco","2011_Isla Vieques","2011_Vieques/Culebra"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.617322760853427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.074702145678038,0,0,0,0,0,0,0,0,0,0,6.061270421351945,0,0,0,0,0,0,0,0,0,0,0,0,6.8680784618292385,0,,"2013","Vieques/Culebra","Isla Vieques","Canjilones (Vieques)","Intermediate","ASEC Survey","2013Canjilones (Vieques)ASEC Survey","2013_Canjilones (Vieques)","2013_Isla Vieques","2013_Vieques/Culebra"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.822893346794244,0,0,0,9.554079710560575,0,0,0,0,0,0,7.37269611388541,0,0,8.188966863648876,8.793683367591377,8.818560689768807,0,7.312553498102598,0,0,0,0,7.773501909437801,7.244941546337007,0,0,0,0,0,0,0,6.90875477931522,0,0,0,0,0,0,7.880989512715426,0,,"2013","Vieques/Culebra","Isla Vieques","El Seco","Mesophotic","ASEC Survey","2013El SecoASEC Survey","2013_El Seco","2013_Isla Vieques","2013_Vieques/Culebra"
0,0,0,0,0,0,0,0,6.620473126551683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0875471557850265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.145172475411292,0,0,0,0,5.157387242113832,0,0,0,0,0,7.390952735630654,0,0,0,0,0,6.90875477931522,0,0,0,0,0,0,7.880989512715426,0,,"2013","Vieques/Culebra","Isla Vieques","Esperanza","Shallow","ASEC Survey","2013EsperanzaASEC Survey","2013_Esperanza","2013_Isla Vieques","2013_Vieques/Culebra"
