label,mean.hurr_sum,sd.hurr_sum,min.hurr_sum,max.hurr_sum,mean.dhw_mean,sd.dhw_mean,min.dhw_mean,max.dhw_mean,mean.dhw_sd,sd.dhw_sd,min.dhw_sd,max.dhw_sd,mean.sst_mean,sd.sst_mean,min.sst_mean,max.sst_mean,mean.sst_sd,sd.sst_sd,min.sst_sd,max.sst_sd,mean.k490_mean,sd.k490_mean,min.k490_mean,max.k490_mean,mean.k490_sd,sd.k490_sd,min.k490_sd,max.k490_sd,mean.prod_mean,sd.prod_mean,min.prod_mean,max.prod_mean,mean.prod_sd,sd.prod_sd,min.prod_sd,max.prod_sd,mean.rain_mean,sd.rain_mean,min.rain_mean,max.rain_mean,mean.rain_sd,sd.rain_sd,min.rain_sd,max.rain_sd,mean.6_depth,sd.6_depth,min.6_depth,max.6_depth,mean.9_reef,sd.9_reef,min.9_reef,max.9_reef,mean.11_het_hab,sd.11_het_hab,min.11_het_hab,max.11_het_hab,mean.11_het_typ,sd.11_het_typ,min.11_het_typ,max.11_het_typ,mean.12_nursery,sd.12_nursery,min.12_nursery,max.12_nursery,mean.14_pop2000,sd.14_pop2000,min.14_pop2000,max.14_pop2000,mean.14_pop2005,sd.14_pop2005,min.14_pop2005,max.14_pop2005,mean.14_pop2010,sd.14_pop2010,min.14_pop2010,max.14_pop2010,mean.14_pop2015,sd.14_pop2015,min.14_pop2015,max.14_pop2015,mean.14_pop2020,sd.14_pop2020,min.14_pop2020,max.14_pop2020,mean.15_margin,sd.15_margin,min.15_margin,max.15_margin,mean.8_fsas,sd.8_fsas,min.8_fsas,max.8_fsas,mean.16_slope,sd.16_slope,min.16_slope,max.16_slope,mean.23_watpol,sd.23_watpol,min.23_watpol,max.23_watpol,mean.18_river,sd.18_river,min.18_river,max.18_river,mean.22_inorpol,sd.22_inorpol,min.22_inorpol,max.22_inorpol,mean.13_conlob,sd.13_conlob,min.13_conlob,max.13_conlob,mean.13_conyel,sd.13_conyel,min.13_conyel,max.13_conyel,mean.7_mpa,sd.7_mpa,min.7_mpa,max.7_mpa, ,ISLAND,FISHING_ZONE,YEAR
2004-ST. CROIX-NORTH,0,0,0,0,0.16082377,0.034418899,0.141174863,0.218907104,0.288595851,0.062225694,0.253051485,0.393600739,27.65635246,0.001438478,27.65087432,27.65702186,1.00406798,0.005844849,1.000436691,1.013601242,0.043246481,0.003683942,0.031983938,0.0481,0.006923463,0.001194591,0.00515881,0.008008534,344.0261662,23.04242063,311.0965848,374.5272452,61.11877478,7.098404264,50.25733768,67.125935,0.321911193,0.034940283,0.301530044,0.3807377,2.028172332,0.131326756,1.946744708,2.242845513,-7.24500005,10.31965316,-49.200001,-0.1,9.3637479,4.106094864,3.797353,16.776189,4.95,0.223606798,4,5,14,1.685854461,11,16,9.0029724,6.286799982,0.074919,17.707775,256171.9398,774.779016,254513.3059,256946.0568,260359.6576,793.4347811,258709.5756,261164.9119,265517.786,816.8656051,263880.0673,266358.2744,271700.1121,846.3066859,270078.9061,272580.2719,278971.3805,883.147389,277371.2446,279896.0593,45.95052955,3.746094929,42.323794,52.032504,28.692341,2.14841929,25.538168,33.567693,1.389436,3.705418234,0.01069,16.8716,10,0,10,10,138.3063195,6.171300659,128.229916,144.195953,0.5583583,0.165667388,0.239572,0.7166,0.04134635,0.013184777,0.006473,0.06039,0.02704555,3.94E-04,0.02661,0.027557,7.1173768,5.916546902,0.997391,17.481047, ,ST. CROIX,NORTH,2004
2004-ST. THOMAS-NORTH,0,0,0,0,0.049566485,0.005942719,0.044234973,0.058060109,0.097759112,0.0182251,0.081498564,0.123978817,27.50919399,0.011524641,27.49699454,27.53013661,1.090221725,0.00540922,1.080370679,1.094619586,0.051633388,0.006700161,0.04235,0.056874999,0.009148268,0.001311138,0.007566042,0.013023675,430.7104984,0,430.7104984,430.7104984,56.14788338,0,56.14788338,56.14788338,0.607878859,0.058452127,0.550642067,0.684658461,2.465330524,0.113243374,2.378079062,2.622300199,-12.15666667,13.66419137,-38.799999,11,8.536854567,1.240005058,5.473476,10.912277,5,0,5,5,12.36666667,2.008316044,9,16,0.982415833,1.183800102,0.126895,3.754283,430549.882,34706.19775,376319.4407,507512.1765,431304.804,34941.55943,375989.0554,508641.9933,433643.1575,35205.02167,377178.6708,511411.0162,437571.0482,35497.24836,379891.5185,515826.4437,443112.5463,35818.97742,384148.5866,521913.5746,73.25497873,1.318272969,70.764941,75.008804,37.19670423,2.97240468,31.445536,41.197422,5.432168333,5.546616019,0.03423,18.48559,10,0,10,10,79.6282156,2.933668362,74.35075,85.43889,0.163796633,0.194751412,0.033227,0.7188,0.0355096,0.1052382,0.005259,0.422229,0.004924333,0.002042993,0.003504,0.007765,16.81190377,2.596772076,11.433288,20.864352, ,ST. THOMAS,NORTH,2004
2005-PR-NORTH,0,0,0,0,1.364420922,0.352898926,0.987287671,1.807123288,2.262567285,0.534359757,1.686148005,2.922377419,27.92598007,0.073810854,27.84794521,28.01424658,1.392752309,0.022306242,1.365109099,1.419533277,0.050387161,0.018120298,0.035783316,0.092333334,0.023037164,0.014613913,0.009575879,0.058399428,384.5562339,104.6978425,293.600083,538.2858302,146.2864498,98.986741,52.6746734,303.9168821,0.114697381,0.045947806,0.06938356,0.182315061,0.611593792,0.21477392,0.435152182,1.096950873,-6.636363727,5.536474299,-17.700001,-1,6.720389818,1.900969122,3.447046,9.954212,3.363636364,0.809039835,2,4,8.090909091,2.071450963,5,12,1.229312455,1.661919593,0,5.502464,3209645.651,1136603.025,2002756.428,4795359.859,3169795.227,1123509.943,1974307.154,4733498.205,3134264.19,1112179.909,1948293.176,4678215.688,3102997.57,1102615.702,1924650.877,4629439.643,3075956.029,1094829.833,1903322.442,4587124.37,39.00836673,4.606292851,32.239005,44.3198,95.22290636,36.3404898,57.35029,150.375463,1.439503636,3.659738472,0.06411,12.44428,50.90909091,47.00096711,10,100,16.28120691,8.947772365,4.941925,39.977307,23.27973027,20.86748601,6.095829,60.699154,0.055295545,0.068390965,0.004121,0.160728,0.068784273,0.007528426,0.05464,0.083523,42.85114127,16.32535708,26.96182,70.42775, ,PR,NORTH,2005
2005-ST. CROIX-NORTH,0,0,0,0,2.570173516,0.033282898,2.449863014,2.578767123,3.916775738,0.036347221,3.785388367,3.92616055,28.11137352,0.001365271,28.10643836,28.11172603,1.412412366,4.62E-04,1.410742508,1.412531642,0.033878976,0.003198807,0.027238461,0.037866666,0.006026812,2.74E-04,0.005838258,0.006401042,281.7003898,8.504075266,275.8910005,293.3191686,26.27206235,2.694629919,24.43127968,29.9536277,0.194940632,0.02454658,0.188602732,0.283671227,1.147703891,0.161039953,1.106123554,1.729828611,-6.326666667,1.927050547,-10.6,-3.8,11.16091667,3.006006759,6.374247,16.776189,4.933333333,0.25819889,4,5,14.6,1.4040757,12,16,11.930814,4.110008165,1.310305,17.707775,256258.6011,880.7465387,254513.3059,256946.0568,260472.542,889.6412848,258709.5756,261164.9119,265660.9055,898.6376596,263880.0673,266358.2744,271877.8186,907.7367415,270078.9061,272580.2719,279188.4361,916.9394055,277371.2446,279896.0593,44.0132912,1.718719946,42.323794,49.779616,28.57814353,2.480275059,25.538168,33.567693,0.606297333,0.740632484,0.01069,2.64759,10,0,10,10,141.5405872,2.614491935,132.887612,144.195953,0.647572933,0.053880493,0.548474,0.7166,0.034998467,0.0079516,0.006473,0.037654,0.026875067,2.93E-04,0.02661,0.027178,3.994858467,2.370777812,0.997391,8.203063, ,ST. CROIX,NORTH,2005
2005-ST. THOMAS-NORTH,0,0,0,0,2.669905896,0.030383913,2.629863014,2.703068493,4.048948913,0.025435301,4.01280844,4.078938157,27.97424896,0.012449526,27.9610137,27.99591781,1.483348869,0.004378798,1.47462774,1.486221817,0.048298121,0.00273663,0.0469,0.054856778,0.009452085,0.007766116,0.005515431,0.025102289,371.9330829,0,371.9330829,371.9330829,82.91478858,0,82.91478858,82.91478858,0.412191769,0.048922865,0.349219173,0.463260259,1.595439758,0.435022515,1.23960594,2.176064866,-12.77391304,13.29019517,-38.799999,11,8.178390913,1.025730966,5.473476,9.081537,5,0,5,5,12.30434783,2.098371286,9,16,0.758798565,1.147552591,0.126895,3.754283,426237.4099,36855.86718,376319.4407,507512.1765,426926.7949,37104.6299,375989.0554,508641.9933,429195.8943,37382.7914,377178.6708,511411.0162,433050.6546,37691.05842,379891.5185,515826.4437,438514.9764,38030.21506,384148.5866,521913.5746,73.2021857,1.28463694,70.764941,75.008804,37.685226,3.033674622,31.445536,41.197422,5.192949565,5.22892292,0.09878,18.48559,10,0,10,10,80.29486122,2.954521313,74.35075,85.43889,0.17000887,0.179591022,0.033227,0.7188,0.043649957,0.119550404,0.005259,0.422229,0.004245043,0.001651365,0.003504,0.007765,16.33325417,2.658365251,11.433288,20.864352, ,ST. THOMAS,NORTH,2005
2006-PR-NORTH,0,0,0,0,0.444426941,0.057747482,0.345260274,0.553479452,0.763983851,0.085018663,0.609988066,0.923496225,27.88345662,0.10407829,27.76260274,28.0130411,1.150606492,0.027041783,1.117917418,1.181830881,0.050042199,0.017672212,0.031830725,0.093922334,0.015949449,0.011562565,0.008788001,0.049023612,367.4762983,61.43744758,301.2269145,485.1123309,100.6857434,58.50186029,40.4053379,206.9803064,0.18892237,0.07034965,0.090287667,0.292054783,1.013111856,0.191503566,0.711433576,1.364270486,-6.133333417,5.558995084,-17.700001,-0.6,6.5045615,1.960650215,3.447046,9.954212,3.416666667,0.792961461,2,4,8.166666667,1.99240984,5,12,1.248683083,1.585998296,0,5.502464,3349363.598,1186877.116,2002756.428,4886261.011,3307889.094,1173184.278,1974307.154,4826921.629,3270931.356,1161305.151,1948293.176,4774270.183,3238434.266,1151240.551,1924650.877,4728237.922,3210358.297,1143001.137,1903322.442,4688783.239,39.11949858,4.408767881,32.239005,44.3198,98.86967733,36.8803617,57.35029,150.375463,1.358458333,3.500699643,0.06411,12.44428,55,47.00096711,10,100,16.59671717,8.601091212,4.941925,39.977307,22.60657775,20.03254954,6.095829,60.699154,0.067397917,0.077522394,0.004121,0.200524,0.070328167,0.008951426,0.05464,0.087311,41.15337133,16.6396368,22.477902,70.42775, ,PR,NORTH,2006
2006-ST. CROIX-NORTH,0,0,0,0,0.772078539,0.001287457,0.767424658,0.772410959,1.26441244,0.001022101,1.260717765,1.264676346,27.90906667,0.001068165,27.90520548,27.90934247,1.102839296,1.06E-04,1.102811893,1.103222938,0.042419894,0.003457182,0.031329649,0.045349999,0.009549067,0.004779099,0.003692786,0.013310786,321.4625844,12.6382732,312.8290002,338.7297529,53.41822729,4.964208685,46.63582702,56.80942742,0.423768945,0.024306066,0.417493146,0.511630134,2.233177097,0.068599685,2.215464735,2.481150172,-6.326666667,1.927050547,-10.6,-3.8,11.16091667,3.006006759,6.374247,16.776189,4.933333333,0.25819889,4,5,14.6,1.4040757,12,16,11.930814,4.110008165,1.310305,17.707775,256258.6011,880.7465387,254513.3059,256946.0568,260472.542,889.6412848,258709.5756,261164.9119,265660.9055,898.6376596,263880.0673,266358.2744,271877.8186,907.7367415,270078.9061,272580.2719,279188.4361,916.9394055,277371.2446,279896.0593,44.0132912,1.718719946,42.323794,49.779616,28.57814353,2.480275059,25.538168,33.567693,0.606297333,0.740632484,0.01069,2.64759,10,0,10,10,141.5405872,2.614491935,132.887612,144.195953,0.647572933,0.053880493,0.548474,0.7166,0.034998467,0.0079516,0.006473,0.037654,0.026875067,2.93E-04,0.02661,0.027178,3.994858467,2.370777812,0.997391,8.203063, ,ST. CROIX,NORTH,2006
2006-ST. THOMAS-NORTH,0,0,0,0,1.145413699,0.008318781,1.134767123,1.158383562,1.911873415,0.012129502,1.892575942,1.930187278,27.79942192,0.014722694,27.77950685,27.82375342,1.175734354,0.003262758,1.169438155,1.178156736,0.046040713,0.002554948,0.044566667,0.053195174,0.010035658,0.002327756,0.008175493,0.013331634,405.7970861,0,405.7970861,405.7970861,62.89533954,0,62.89533954,62.89533954,0.664920528,0.041992585,0.630232855,0.723068477,2.336211411,0.152557505,2.124898699,2.461509651,-12.15666667,13.66419137,-38.799999,11,8.536854567,1.240005058,5.473476,10.912277,5,0,5,5,12.36666667,2.008316044,9,16,0.982415833,1.183800102,0.126895,3.754283,430549.882,34706.19775,376319.4407,507512.1765,431304.804,34941.55943,375989.0554,508641.9933,433643.1575,35205.02167,377178.6708,511411.0162,437571.0482,35497.24836,379891.5185,515826.4437,443112.5463,35818.97742,384148.5866,521913.5746,73.25497873,1.318272969,70.764941,75.008804,37.19670423,2.97240468,31.445536,41.197422,5.432168333,5.546616019,0.03423,18.48559,10,0,10,10,79.6282156,2.933668362,74.35075,85.43889,0.163796633,0.194751412,0.033227,0.7188,0.0355096,0.1052382,0.005259,0.422229,0.004924333,0.002042993,0.003504,0.007765,16.81190377,2.596772076,11.433288,20.864352, ,ST. THOMAS,NORTH,2006
2007-PR-NORTH,0,0,0,0,4.25E-04,5.98E-04,0,0.001287671,0.006286653,0.00859489,0,0.018478886,27.88538082,0.096917146,27.76953425,27.98413699,0.9061085,0.026469178,0.876956295,0.941703065,0.049706555,0.013444025,0.036036267,0.08260609,0.020046171,0.017262687,0.008957573,0.066146438,365.5290073,77.93545026,299.333252,489.1855825,100.4047879,75.71021912,45.7651986,286.094583,0.097680821,0.023037872,0.053438356,0.122041092,0.537972753,0.136270467,0.376506715,0.723876488,-7.1800001,5.517809761,-17.700001,-1,6.8475764,1.953840352,3.447046,9.954212,3.3,0.823272602,2,4,7.7,1.702938637,5,10,1.0847172,1.677296459,0,5.502464,3051074.23,1062111.412,2002756.428,4414689.942,3013424.929,1050558.699,1974307.154,4361595.987,2979869.041,1040687.628,1948293.176,4314663.834,2950353.363,1032504.286,1924650.877,4273838.362,2924839.195,1026024.198,1903322.442,4239090.561,38.7006017,4.734744086,32.239005,44.3198,89.7076507,33.09972648,57.35029,141.014734,1.509437,3.8499478,0.06411,12.44428,46,46.47580015,10,100,17.0463393,9.044515033,4.941925,39.977307,22.8979633,21.95573238,6.095829,60.699154,0.0577746,0.071567538,0.004121,0.160728,0.0680964,0.007562505,0.05464,0.083523,43.7493546,16.91950304,26.96182,70.42775, ,PR,NORTH,2007
2007-ST. CROIX-NORTH,0,0,0,0,0.168260274,0.001429523,0.164191781,0.168712329,0.279631707,0.002530251,0.272430486,0.280431843,27.8874137,0.001594134,27.88287671,27.88791781,0.95970312,2.14E-04,0.959635373,0.960312849,0.038930995,0.002935003,0.030577829,0.039859124,0.008369145,0.001185937,0.004993908,0.008744171,307.5238368,0,307.5238368,307.5238368,61.78968693,0,61.78968693,61.78968693,0.43140958,0.021915018,0.424479443,0.493780813,1.951530254,0.104612811,1.918448779,2.249263533,-6,1.943078886,-10.6,-3.8,9.5687996,2.166229843,6.374247,13.885563,4.9,0.316227766,4,5,13.9,1.197219,12,16,9.9517354,3.564517049,1.310305,14.097466,256796.1987,107.8065218,256521.9692,256946.0568,261015.5546,108.5556857,260738.7809,261164.9119,266209.395,109.3216872,265930.045,266358.2744,272431.8476,110.1045408,272149.8888,272580.2719,279748.0675,110.9041852,279463.4672,279896.0593,44.578835,1.86105622,43.197714,49.779616,29.5891417,2.448321091,26.078033,33.567693,0.649119,0.821633505,0.06108,2.64759,10,0,10,10,140.5720475,2.721946978,132.887612,142.095365,0.678152,0.034627775,0.628544,0.7166,0.0336707,0.00961655,0.006473,0.037654,0.0270076,2.74E-04,0.02661,0.027178,4.9768821,2.314049488,1.536905,8.203063, ,ST. CROIX,NORTH,2007
2007-ST. THOMAS-NORTH,0,0,0,0,0.097100457,0.00164615,0.093561644,0.098273973,0.160612798,0.003896824,0.152244831,0.163401452,27.83457443,0.013007671,27.81536986,27.85312329,1.006048259,0.004581266,0.998011814,1.011991122,0.059202531,0.007071988,0.04642,0.069600001,0.013573372,0.00587411,0.003676954,0.017713024,429.2732468,0,429.2732468,429.2732468,88.03238875,0,88.03238875,88.03238875,0.921535135,0.138425255,0.802931494,1.111027356,3.468492003,0.243606727,3.239395688,3.793950083,-12.15666667,13.66419137,-38.799999,11,8.536854567,1.240005058,5.473476,10.912277,5,0,5,5,12.36666667,2.008316044,9,16,0.982415833,1.183800102,0.126895,3.754283,430549.882,34706.19775,376319.4407,507512.1765,431304.804,34941.55943,375989.0554,508641.9933,433643.1575,35205.02167,377178.6708,511411.0162,437571.0482,35497.24836,379891.5185,515826.4437,443112.5463,35818.97742,384148.5866,521913.5746,73.25497873,1.318272969,70.764941,75.008804,37.19670423,2.97240468,31.445536,41.197422,5.432168333,5.546616019,0.03423,18.48559,10,0,10,10,79.6282156,2.933668362,74.35075,85.43889,0.163796633,0.194751412,0.033227,0.7188,0.0355096,0.1052382,0.005259,0.422229,0.004924333,0.002042993,0.003504,0.007765,16.81190377,2.596772076,11.433288,20.864352, ,ST. THOMAS,NORTH,2007
2008-PR-NORTH,0,0,0,0,0.013770492,0.017777628,0,0.03442623,0.025265533,0.032617663,0,0.063163834,27.50861475,0.112134029,27.37210383,27.62510929,1.138113857,0.021869132,1.112367764,1.162510426,0.04455692,0.009662365,0.032223352,0.064469857,0.01868898,0.010748555,0.008258596,0.047431358,367.7090771,69.32668869,305.6645826,508.5873388,87.34086211,52.32901931,31.76741643,197.5991528,0.139896172,0.030741483,0.080191255,0.163524585,0.741138037,0.1702479,0.401820465,0.882332964,-7.1800001,5.517809761,-17.700001,-1,6.8475764,1.953840352,3.447046,9.954212,3.3,0.823272602,2,4,7.7,1.702938637,5,10,1.0847172,1.677296459,0,5.502464,3051074.23,1062111.412,2002756.428,4414689.942,3013424.929,1050558.699,1974307.154,4361595.987,2979869.041,1040687.628,1948293.176,4314663.834,2950353.363,1032504.286,1924650.877,4273838.362,2924839.195,1026024.198,1903322.442,4239090.561,38.7006017,4.734744086,32.239005,44.3198,89.7076507,33.09972648,57.35029,141.014734,1.509437,3.8499478,0.06411,12.44428,46,46.47580015,10,100,17.0463393,9.044515033,4.941925,39.977307,22.8979633,21.95573238,6.095829,60.699154,0.0577746,0.071567538,0.004121,0.160728,0.0680964,0.007562505,0.05464,0.083523,43.7493546,16.91950304,26.96182,70.42775, ,PR,NORTH,2008
2008-ST. CROIX-NORTH,1,0,1,1,0.249908925,0.017707082,0.185901639,0.254480874,0.446221581,0.030243844,0.336896604,0.454030508,27.53145719,0.001128738,27.52737705,27.53174863,1.177474631,1.96E-04,1.177424029,1.178183047,0.036639816,0.001740896,0.031453927,0.038333334,0.007676234,0.001354208,0.006070694,0.00874444,308.8361677,7.759867509,303.535169,319.438165,57.26955349,1.275139806,56.39846717,59.01172613,0.458741335,0.008260951,0.428879777,0.460874304,2.118477481,0.007717274,2.090581199,2.120470072,-6.326666667,1.927050547,-10.6,-3.8,11.16091667,3.006006759,6.374247,16.776189,4.933333333,0.25819889,4,5,14.6,1.4040757,12,16,11.930814,4.110008165,1.310305,17.707775,256258.6011,880.7465387,254513.3059,256946.0568,260472.542,889.6412848,258709.5756,261164.9119,265660.9055,898.6376596,263880.0673,266358.2744,271877.8186,907.7367415,270078.9061,272580.2719,279188.4361,916.9394055,277371.2446,279896.0593,44.0132912,1.718719946,42.323794,49.779616,28.57814353,2.480275059,25.538168,33.567693,0.606297333,0.740632484,0.01069,2.64759,10,0,10,10,141.5405872,2.614491935,132.887612,144.195953,0.647572933,0.053880493,0.548474,0.7166,0.034998467,0.0079516,0.006473,0.037654,0.026875067,2.93E-04,0.02661,0.027178,3.994858467,2.370777812,0.997391,8.203063, ,ST. CROIX,NORTH,2008
2008-ST. THOMAS-NORTH,0.782608696,0.421741168,0,1,0.035124733,0.001079772,0.03442623,0.036721311,0.064445419,0.001981121,0.063163834,0.067374756,27.36374317,0.01806394,27.34259563,27.39262295,1.24937952,0.00439233,1.241434965,1.253832737,0.059855302,0.004961176,0.050178572,0.0624,0.005486143,0.004060724,0.003394115,0.01315668,431.6462428,0,431.6462428,431.6462428,101.9201496,0,101.9201496,101.9201496,0.624128044,0.059751411,0.544699435,0.675874302,2.448926956,0.240884231,2.24761051,2.770018263,-12.77391304,13.29019517,-38.799999,11,8.178390913,1.025730966,5.473476,9.081537,5,0,5,5,12.30434783,2.098371286,9,16,0.758798565,1.147552591,0.126895,3.754283,426237.4099,36855.86718,376319.4407,507512.1765,426926.7949,37104.6299,375989.0554,508641.9933,429195.8943,37382.7914,377178.6708,511411.0162,433050.6546,37691.05842,379891.5185,515826.4437,438514.9764,38030.21506,384148.5866,521913.5746,73.2021857,1.28463694,70.764941,75.008804,37.685226,3.033674622,31.445536,41.197422,5.192949565,5.22892292,0.09878,18.48559,10,0,10,10,80.29486122,2.954521313,74.35075,85.43889,0.17000887,0.179591022,0.033227,0.7188,0.043649957,0.119550404,0.005259,0.422229,0.004245043,0.001651365,0.003504,0.007765,16.33325417,2.658365251,11.433288,20.864352, ,ST. THOMAS,NORTH,2008
2009-PR-NORTH,0,0,0,0,0.070634352,0.048632048,0,0.117369863,0.128588899,0.088338656,0,0.213460982,27.53514858,0.124106573,27.39326027,27.69731507,1.313408903,0.017051417,1.288699797,1.330423196,0.047499486,0.012635587,0.037585844,0.082850002,0.019645753,0.016057825,0.009616652,0.071785864,417.1519032,61.29400369,355.1333337,503.9727439,119.1494797,62.13598624,63.97591883,235.1478819,0.067967332,0.03279184,0.019027396,0.109643832,0.316844599,0.147517261,0.098597716,0.555192011,-5.630769308,5.618627623,-17.700001,-0.1,6.369419538,1.935291054,3.447046,9.954212,3.461538462,0.776250026,2,4,8.384615385,2.022311447,5,12,1.426380077,1.591553653,0,5.502464,3461279.218,1205750.308,2002756.428,4845748.422,3418197.461,1191447.258,1974307.154,4784903.923,3379790.181,1178971.21,1948293.176,4730687.138,3345999.905,1168321.41,1924650.877,4683026.836,3316786.547,1159506.966,1903322.442,4641878.83,39.25866369,4.249104925,32.239005,44.3198,102.9866682,38.20563417,57.35029,150.375463,1.247366923,3.373659597,0.06411,12.44428,58.46153846,46.69870695,10,100,15.84497838,8.237443436,4.941925,39.977307,22.84836454,19.07840006,6.095829,60.699154,0.051481615,0.063122424,0.004121,0.160728,0.071634538,0.009779396,0.05464,0.087311,40.72837662,15.77813463,26.96182,70.42775, ,PR,NORTH,2009
2009-ST. CROIX-NORTH,0,0,0,0,0.212434703,0.004454404,0.209342466,0.218520548,0.383262199,0.00806819,0.377688321,0.394285419,27.63710502,0.002754299,27.63268493,27.63926027,1.297545175,0.004198824,1.294375513,1.303131726,0.029801608,0.001347266,0.028755666,0.031533499,0.003689875,0.004406591,2.14E-04,0.009109173,375.1571636,7.677525911,364.6676663,380.4019123,163.9721853,8.882360855,157.9043777,176.1078006,0.460755246,0.065462044,0.411054792,0.547438347,2.556910403,0.534011327,2.161644846,3.27591306,-7.3333334,11.97656467,-49.200001,-0.1,7.703280267,3.236886901,3.797353,13.885563,4.933333333,0.25819889,4,5,13.33333333,1.397276262,11,16,6.707639467,5.543363403,0.074919,14.097466,256501.4511,447.6637803,255718.5769,256946.0568,260684.038,501.3808942,259808.0146,261164.9119,265835.7393,563.1260668,264852.7367,266358.2744,272010.2292,633.5756546,270905.284,272580.2719,279272.1162,713.5397095,278028.8892,279896.0593,46.97330487,3.810494405,43.197714,52.032504,29.4044056,1.995773157,26.078033,33.567693,1.67903,4.261888542,0.05494,16.8716,10,0,10,10,136.5825371,6.236148205,128.229916,142.095365,0.549006133,0.191688144,0.239572,0.7166,0.042577133,0.015146991,0.006473,0.06039,0.027190733,3.47E-04,0.02661,0.027557,8.812898667,5.922437163,1.536905,17.481047, ,ST. CROIX,NORTH,2009
2009-ST. THOMAS-NORTH,0,0,0,0,0.173958904,0.001094088,0.172630137,0.174849315,0.314696892,0.002038529,0.312240759,0.316333375,27.45820091,0.015671374,27.43679452,27.4839726,1.364342884,0.004151469,1.357082905,1.36969471,0.058478795,0.003190705,0.052519619,0.0609466,0.016376609,0.006453733,0.006797968,0.021315165,442.2533381,0,442.2533381,442.2533381,133.7835035,0,133.7835035,133.7835035,0.620457521,0.067975062,0.546178063,0.702397252,2.652160369,0.163412496,2.410280733,2.811933137,-12.15666667,13.66419137,-38.799999,11,8.536854567,1.240005058,5.473476,10.912277,5,0,5,5,12.36666667,2.008316044,9,16,0.982415833,1.183800102,0.126895,3.754283,430549.882,34706.19775,376319.4407,507512.1765,431304.804,34941.55943,375989.0554,508641.9933,433643.1575,35205.02167,377178.6708,511411.0162,437571.0482,35497.24836,379891.5185,515826.4437,443112.5463,35818.97742,384148.5866,521913.5746,73.25497873,1.318272969,70.764941,75.008804,37.19670423,2.97240468,31.445536,41.197422,5.432168333,5.546616019,0.03423,18.48559,10,0,10,10,79.6282156,2.933668362,74.35075,85.43889,0.163796633,0.194751412,0.033227,0.7188,0.0355096,0.1052382,0.005259,0.422229,0.004924333,0.002042993,0.003504,0.007765,16.81190377,2.596772076,11.433288,20.864352, ,ST. THOMAS,NORTH,2009
2010-PR-NORTH,0,0,0,0,0.574605479,0.096306278,0.445205479,0.694630137,0.926026959,0.132407338,0.741709693,1.098440547,28.12587123,0.118659073,27.98506849,28.24969863,0.971639959,0.003845029,0.964756308,0.978264276,0.052111752,0.011864355,0.040346841,0.0793375,0.019331952,0.007791113,0.014273738,0.040776504,408.9547992,83.50050763,338.7869977,548.6085863,106.3581993,41.05690147,79.96950114,218.0801757,0.050160273,0.016501527,0.014383561,0.065876711,0.311313762,0.120485233,0.108874562,0.487294103,-7.1800001,5.517809761,-17.700001,-1,6.8475764,1.953840352,3.447046,9.954212,3.3,0.823272602,2,4,7.7,1.702938637,5,10,1.0847172,1.677296459,0,5.502464,3051074.23,1062111.412,2002756.428,4414689.942,3013424.929,1050558.699,1974307.154,4361595.987,2979869.041,1040687.628,1948293.176,4314663.834,2950353.363,1032504.286,1924650.877,4273838.362,2924839.195,1026024.198,1903322.442,4239090.561,38.7006017,4.734744086,32.239005,44.3198,89.7076507,33.09972648,57.35029,141.014734,1.509437,3.8499478,0.06411,12.44428,46,46.47580015,10,100,17.0463393,9.044515033,4.941925,39.977307,22.8979633,21.95573238,6.095829,60.699154,0.0577746,0.071567538,0.004121,0.160728,0.0680964,0.007562505,0.05464,0.083523,43.7493546,16.91950304,26.96182,70.42775, ,PR,NORTH,2010
2010-ST. CROIX-NORTH,0,0,0,0,1.299210959,0.025714082,1.226027397,1.307342466,2.12568046,0.030253464,2.039577593,2.135247446,28.27369863,0.001386204,28.26975342,28.27413699,0.936912765,8.61E-04,0.934460939,0.93718519,0.039695043,0.001728575,0.034775433,0.040241666,0.013016553,0.001181687,0.009653414,0.013390235,367.9605019,0,367.9605019,367.9605019,155.7572456,0,155.7572456,155.7572456,0.346950676,0.005388867,0.345246567,0.362287662,1.660449912,0.008521265,1.657755252,1.684701858,-6,1.943078886,-10.6,-3.8,9.5687996,2.166229843,6.374247,13.885563,4.9,0.316227766,4,5,13.9,1.197219,12,16,9.9517354,3.564517049,1.310305,14.097466,256796.1987,107.8065218,256521.9692,256946.0568,261015.5546,108.5556857,260738.7809,261164.9119,266209.395,109.3216872,265930.045,266358.2744,272431.8476,110.1045408,272149.8888,272580.2719,279748.0675,110.9041852,279463.4672,279896.0593,44.578835,1.86105622,43.197714,49.779616,29.5891417,2.448321091,26.078033,33.567693,0.649119,0.821633505,0.06108,2.64759,10,0,10,10,140.5720475,2.721946978,132.887612,142.095365,0.678152,0.034627775,0.628544,0.7166,0.0336707,0.00961655,0.006473,0.037654,0.0270076,2.74E-04,0.02661,0.027178,4.9768821,2.314049488,1.536905,8.203063, ,ST. CROIX,NORTH,2010
